Portfolio Manager ID,Portfolio Manager Meter ID,Meter Type,Usage/Quantity,Usage Units,Cost ($),Year,Month
20597,4717251,Fuel Oil (No. 2),1391.0,Gallons,1714.0,2002,10
20597,4717251,Fuel Oil (No. 2),633.0,Gallons,754.0,2002,11
20597,4717251,Fuel Oil (No. 2),1011.0,Gallons,1225.0,2002,12
20597,4717251,Fuel Oil (No. 2),1087.0,Gallons,1424.0,2003,01
20597,4717251,Fuel Oil (No. 2),1524.0,Gallons,1997.0,2003,02
20597,4717251,Fuel Oil (No. 2),0.0,Gallons,0.0,2003,03
20597,4717251,Fuel Oil (No. 2),0.0,Gallons,0.0,2003,04
20597,4717251,Fuel Oil (No. 2),0.0,Gallons,0.0,2003,05
20597,4717251,Fuel Oil (No. 2),0.0,Gallons,0.0,2003,06
20597,4717251,Fuel Oil (No. 2),0.0,Gallons,0.0,2003,07
20597,4717251,Fuel Oil (No. 2),0.0,Gallons,0.0,2003,08
20597,4717251,Fuel Oil (No. 2),0.0,Gallons,0.0,2003,09
20597,4717251,Fuel Oil (No. 2),807.0,Gallons,1178.0,2003,10
20597,4717251,Fuel Oil (No. 2),919.0,Gallons,1295.0,2003,11
20597,4717251,Fuel Oil (No. 2),1331.0,Gallons,1872.0,2003,12
20597,4717251,Fuel Oil (No. 2),1235.0,Gallons,1795.0,2004,01
20597,4717251,Fuel Oil (No. 2),832.0,Gallons,1264.0,2004,02
20597,4717251,Fuel Oil (No. 2),906.0,Gallons,1413.0,2004,03
20597,4717251,Fuel Oil (No. 2),977.0,Gallons,1553.0,2004,04
20597,4717251,Fuel Oil (No. 2),355.0,Gallons,589.0,2004,05
20597,4717251,Fuel Oil (No. 2),0.0,Gallons,0.0,2004,06
20597,4717251,Fuel Oil (No. 2),0.0,Gallons,0.0,2004,07
20597,4717251,Fuel Oil (No. 2),0.0,Gallons,0.0,2004,08
20597,4717251,Fuel Oil (No. 2),0.0,Gallons,0.0,2004,09
20597,4717251,Fuel Oil (No. 2),675.0,Gallons,1347.0,2004,10
20597,4717251,Fuel Oil (No. 2),1199.0,Gallons,2409.0,2004,11
20597,4717251,Fuel Oil (No. 2),1442.0,Gallons,2896.0,2004,12
20597,4717251,Fuel Oil (No. 2),1417.0,Gallons,2576.0,2005,01
20597,4717251,Fuel Oil (No. 2),1344.0,Gallons,3600.0,2005,02
20597,4717251,Fuel Oil (No. 2),1198.0,Gallons,1950.0,2005,03
20597,4717251,Fuel Oil (No. 2),681.0,Gallons,1537.0,2005,04
20597,4717251,Fuel Oil (No. 2),1320.0,Gallons,2982.0,2005,05
20597,4717251,Fuel Oil (No. 2),354.0,Gallons,802.0,2005,06
20597,4717251,Fuel Oil (No. 2),219.0,Gallons,500.0,2005,07
20597,4717251,Fuel Oil (No. 2),605.0,Gallons,1424.0,2005,08
20597,4717251,Fuel Oil (No. 2),0.0,Gallons,0.0,2005,09
20597,4717251,Fuel Oil (No. 2),1057.0,Gallons,2828.0,2005,10
20597,4717251,Fuel Oil (No. 2),1165.0,Gallons,3179.0,2005,11
20597,4717251,Fuel Oil (No. 2),916.0,Gallons,2501.0,2005,12
20597,4717251,Fuel Oil (No. 2),1791.0,Gallons,4886.0,2006,01
20597,4717251,Fuel Oil (No. 2),1636.0,Gallons,3376.0,2006,02
20597,4717251,Fuel Oil (No. 2),1116.0,Gallons,3296.0,2006,03
20597,4717251,Fuel Oil (No. 2),760.0,Gallons,2030.0,2006,04
20597,4717251,Fuel Oil (No. 2),753.0,Gallons,2092.0,2006,05
20597,4717251,Fuel Oil (No. 2),158.0,Gallons,446.0,2006,06
20597,4717251,Fuel Oil (No. 2),219.0,Gallons,500.0,2006,07
20597,4717251,Fuel Oil (No. 2),0.0,Gallons,0.0,2006,08
20597,4717251,Fuel Oil (No. 2),241.0,Gallons,696.0,2006,09
20597,4717251,Fuel Oil (No. 2),0.0,Gallons,0.0,2006,10
20597,4717251,Fuel Oil (No. 2),425.0,Gallons,1231.0,2006,11
20597,4717251,Fuel Oil (No. 2),570.0,Gallons,1614.0,2006,12
20597,4717251,Fuel Oil (No. 2),305.0,Gallons,865.0,2007,01
20597,4717251,Fuel Oil (No. 2),3093.0,Gallons,8370.0,2007,02
20597,4717251,Fuel Oil (No. 2),0.0,Gallons,0.0,2007,03
20597,4717251,Fuel Oil (No. 2),185.0,Gallons,497.0,2007,04
20597,4717251,Fuel Oil (No. 2),1544.0,Gallons,4238.0,2007,05
20597,4717251,Fuel Oil (No. 2),0.0,Gallons,0.0,2007,06
20597,4717251,Fuel Oil (No. 2),210.0,Gallons,600.0,2007,07
20597,4717251,Fuel Oil (No. 2),125.0,Gallons,357.0,2007,08
20597,4717251,Fuel Oil (No. 2),534.0,Gallons,1524.0,2007,09
20597,4717251,Fuel Oil (No. 2),744.0,Gallons,2121.0,2007,10
20597,4717251,Fuel Oil (No. 2),1020.0,Gallons,3243.0,2007,11
20597,4717251,Fuel Oil (No. 2),1953.0,Gallons,6589.0,2007,12
20597,4717251,Fuel Oil (No. 2),1017.0,Gallons,3401.0,2008,01
20597,4717251,Fuel Oil (No. 2),692.0,Gallons,2431.0,2008,02
20597,4717251,Fuel Oil (No. 2),2976.0,Gallons,10786.0,2008,03
20597,4717251,Fuel Oil (No. 2),562.0,Gallons,2236.0,2008,04
20597,4717251,Fuel Oil (No. 2),664.0,Gallons,2825.0,2008,05
20597,4717251,Fuel Oil (No. 2),297.0,Gallons,1328.0,2008,06
20597,4717251,Fuel Oil (No. 2),131.0,Gallons,585.0,2008,07
20597,4717251,Fuel Oil (No. 2),27.0,Gallons,136.0,2008,08
20597,4717251,Fuel Oil (No. 2),276.0,Gallons,1361.0,2008,09
20597,4717251,Fuel Oil (No. 2),597.0,Gallons,2874.0,2008,10
20597,4717251,Fuel Oil (No. 2),960.0,Gallons,3975.0,2008,11
20597,4717251,Fuel Oil (No. 2),1349.0,Gallons,4133.0,2008,12
20597,4717251,Fuel Oil (No. 2),1095.0,Gallons,1422.0,2009,01
20597,4717251,Fuel Oil (No. 2),970.0,Gallons,2889.0,2009,02
20597,4717251,Fuel Oil (No. 2),896.0,Gallons,2668.0,2009,03
20597,4717251,Fuel Oil (No. 2),549.0,Gallons,1636.0,2009,04
20597,4717251,Fuel Oil (No. 2),410.0,Gallons,1223.0,2009,05
20597,4717251,Fuel Oil (No. 2),481.0,Gallons,1433.0,2009,06
20597,4717251,Fuel Oil (No. 2),0.0,Gallons,0.0,2009,07
20597,4717251,Fuel Oil (No. 2),261.0,Gallons,779.0,2009,08
20597,4717251,Fuel Oil (No. 2),363.0,Gallons,1082.0,2009,09
20597,4717251,Fuel Oil (No. 2),2054.0,Gallons,6387.0,2009,10
20597,4717251,Fuel Oil (No. 2),755.0,Gallons,2362.0,2009,11
20597,4717251,Fuel Oil (No. 2),1603.0,Gallons,5016.0,2009,12
20597,4717251,Fuel Oil (No. 2),1033.0,Gallons,3232.0,2010,01
20597,4717251,Fuel Oil (No. 2),913.0,Gallons,2885.0,2010,02
20597,4717251,Fuel Oil (No. 2),649.0,Gallons,2037.0,2010,03
20597,4717251,Fuel Oil (No. 2),538.0,Gallons,1700.0,2010,04
20597,4717251,Fuel Oil (No. 2),410.0,Gallons,1223.0,2010,05
20597,4717251,Fuel Oil (No. 2),137.0,Gallons,433.0,2010,06
20597,4717251,Fuel Oil (No. 2),18.0,Gallons,57.0,2010,07
20597,4717251,Fuel Oil (No. 2),87.0,Gallons,276.0,2010,08
20597,4717251,Fuel Oil (No. 2),203.0,Gallons,573.0,2010,09
