Portfolio Manager ID,Portfolio Manager Meter ID,Meter Type,Usage/Quantity,Usage Units,Cost ($),Year,Month
3209167,5958280,Potable Indoor,44719.0,Gallons,0.0,2011,01
3209167,5958280,Potable Indoor,41416.0,Gallons,0.0,2011,02
3209167,5958280,Potable Indoor,96175.0,Gallons,0.0,2011,03
3209167,5958280,Potable Indoor,48828.0,Gallons,0.0,2011,04
3209167,5958280,Potable Indoor,52683.0,Gallons,0.0,2011,05
3209167,5958280,Potable Indoor,125816.0,Gallons,0.0,2011,06
3209167,5958280,Potable Indoor,107545.0,Gallons,0.0,2011,07
3209167,5958280,Potable Indoor,139557.0,Gallons,0.0,2011,08
3209167,5958280,Potable Indoor,42015.0,Gallons,0.0,2011,09
3209167,5958280,Potable Indoor,81606.0,Gallons,0.0,2011,10
3209167,5958280,Potable Indoor,61549.0,Gallons,0.0,2011,11
3209167,5958280,Potable Indoor,133761.0,Gallons,0.0,2011,12
3209167,5958280,Potable Indoor,98356.0,Gallons,0.0,2012,01
3209167,5958280,Potable Indoor,55617.0,Gallons,0.0,2012,02
3209167,5958280,Potable Indoor,85718.0,Gallons,0.0,2012,03
3209167,5958280,Potable Indoor,78781.0,Gallons,0.0,2012,04
3209167,5958280,Potable Indoor,72055.0,Gallons,0.0,2012,05
3209167,5958280,Potable Indoor,85071.0,Gallons,0.0,2012,06
3209167,5958280,Potable Indoor,79490.0,Gallons,0.0,2012,07
3209167,5958280,Potable Indoor,75000.0,Gallons,0.0,2012,08
3209167,5958280,Potable Indoor,71458.0,Gallons,0.0,2012,09
3209167,5958280,Potable Indoor,42896.0,Gallons,0.0,2012,10
3209167,5958280,Potable Indoor,65286.0,Gallons,0.0,2012,11
3209167,5958280,Potable Indoor,38367.0,Gallons,0.0,2012,12
3209167,5958280,Potable Indoor,33098.0,Gallons,0.0,2013,01
3209167,5958280,Potable Indoor,23569.0,Gallons,0.0,2013,02
3209167,5958280,Potable Indoor,46921.0,Gallons,0.0,2013,03
3209167,5958280,Potable Indoor,50612.0,Gallons,0.0,2013,04
3209167,5958280,Potable Indoor,113993.31,Gallons,0.0,2013,05
3209167,5958280,Potable Indoor,85071.0,Gallons,0.0,2013,06
3209167,5958280,Potable Indoor,79490.0,Gallons,0.0,2013,07
3209167,5958280,Potable Indoor,75000.0,Gallons,0.0,2013,08
3209167,5958280,Potable Indoor,71458.0,Gallons,0.0,2013,09
3209167,5958280,Potable Indoor,42896.0,Gallons,0.0,2013,10
3209167,5958280,Potable Indoor,37289.0,Gallons,0.0,2013,11
3209167,5958280,Potable Indoor,35067.01,Gallons,0.0,2013,12
3209167,5958280,Potable Indoor,28606.33,Gallons,0.0,2014,01
3209167,5958280,Potable Indoor,11551.98,Gallons,0.0,2014,02
3209167,5958280,Potable Indoor,19616.3,Gallons,0.0,2014,03
3209167,5958280,Potable Indoor,31240.91,Gallons,0.0,2014,04
3209167,5958280,Potable Indoor,35051.24,Gallons,0.0,2014,05
3209167,5958280,Potable Indoor,42148.37,Gallons,0.0,2014,06
3209167,5958280,Potable Indoor,34150.34,Gallons,0.0,2014,07
3209167,5958280,Potable Indoor,70825.35,Gallons,0.0,2014,08
3209167,5958280,Potable Indoor,20911.61,Gallons,0.0,2014,09
3209167,5958280,Potable Indoor,49987.78,Gallons,0.0,2014,10
3209167,5958280,Potable Indoor,15076.93,Gallons,0.0,2014,11
3209167,5958280,Potable Indoor,20280.52,Gallons,0.0,2014,12
3209167,5958280,Potable Indoor,27682.11,Gallons,0.0,2015,01
3209167,5958280,Potable Indoor,28421.19,Gallons,0.0,2015,02
3209167,5958280,Potable Indoor,22979.48,Gallons,0.0,2015,03
3209167,5958280,Potable Indoor,28828.19,Gallons,0.0,2015,04
3209167,5958280,Potable Indoor,23132.4,Gallons,0.0,2015,05
3209167,5958280,Potable Indoor,27907.75,Gallons,0.0,2015,06
3209167,5958280,Potable Indoor,45731.36,Gallons,0.0,2015,07
3209167,5958280,Potable Indoor,45952.51,Gallons,0.0,2015,08
