Portfolio Manager ID,Portfolio Manager Meter ID,Meter Type,Usage/Quantity,Usage Units,Cost ($),Year,Month
2414170,4718191,Natural Gas,246900.0,cf (cubic feet),1731.0,2002,10
2414170,4718191,Natural Gas,421400.0,cf (cubic feet),3222.0,2002,11
2414170,4718191,Natural Gas,625500.0,cf (cubic feet),4572.0,2002,12
2414170,4718191,Natural Gas,678900.0,cf (cubic feet),5233.0,2003,01
2414170,4718191,Natural Gas,598600.0,cf (cubic feet),5191.0,2003,02
2414170,4718191,Natural Gas,418700.0,cf (cubic feet),4782.0,2003,03
2414170,4718191,Natural Gas,219600.0,cf (cubic feet),2256.0,2003,04
2414170,4718191,Natural Gas,24200.0,cf (cubic feet),291.0,2003,05
2414170,4718191,Natural Gas,24200.0,cf (cubic feet),291.0,2003,06
2414170,4718191,Natural Gas,6800.0,cf (cubic feet),86.0,2003,07
2414170,4718191,Natural Gas,9100.0,cf (cubic feet),102.0,2003,08
2414170,4718191,Natural Gas,39100.0,cf (cubic feet),388.0,2003,09
2414170,4718191,Natural Gas,186000.0,cf (cubic feet),1653.0,2003,10
2414170,4718191,Natural Gas,424600.0,cf (cubic feet),3641.0,2003,11
2414170,4718191,Natural Gas,621300.0,cf (cubic feet),5358.0,2003,12
2414170,4718191,Natural Gas,775400.0,cf (cubic feet),6904.0,2004,01
2414170,4718191,Natural Gas,539800.0,cf (cubic feet),4975.0,2004,02
2414170,4718191,Natural Gas,458900.0,cf (cubic feet),4018.0,2004,03
2414170,4718191,Natural Gas,183600.0,cf (cubic feet),1682.0,2004,04
2414170,4718191,Natural Gas,10900.0,cf (cubic feet),137.0,2004,05
2414170,4718191,Natural Gas,13700.0,cf (cubic feet),166.0,2004,06
2414170,4718191,Natural Gas,600.0,cf (cubic feet),25.0,2004,07
2414170,4718191,Natural Gas,15400.0,cf (cubic feet),190.0,2004,08
2414170,4718191,Natural Gas,13200.0,cf (cubic feet),142.0,2004,09
2414170,4718191,Natural Gas,180500.0,cf (cubic feet),1637.0,2004,10
2414170,4718191,Natural Gas,393900.0,cf (cubic feet),4374.0,2004,11
2414170,4718191,Natural Gas,619500.0,cf (cubic feet),6247.0,2004,12
2414170,4718191,Natural Gas,667100.0,cf (cubic feet),6639.0,2005,01
2414170,4718191,Natural Gas,591900.0,cf (cubic feet),5921.0,2005,02
2414170,4718191,Natural Gas,426000.0,cf (cubic feet),4345.0,2005,03
2414170,4718191,Natural Gas,4700.0,cf (cubic feet),1871.0,2005,04
2414170,4718191,Natural Gas,36100.0,cf (cubic feet),432.0,2005,05
2414170,4718191,Natural Gas,7800.0,cf (cubic feet),100.0,2005,06
2414170,4718191,Natural Gas,7600.0,cf (cubic feet),103.0,2005,07
2414170,4718191,Natural Gas,8000.0,cf (cubic feet),118.0,2005,08
2414170,4718191,Natural Gas,7300.0,cf (cubic feet),135.0,2005,09
2414170,4718191,Natural Gas,175200.0,cf (cubic feet),2720.0,2005,10
2414170,4718191,Natural Gas,477900.0,cf (cubic feet),7356.0,2005,11
2414170,4718191,Natural Gas,632800.0,cf (cubic feet),8646.0,2005,12
2414170,4718191,Natural Gas,481000.0,cf (cubic feet),6703.0,2006,01
2414170,4718191,Natural Gas,646600.0,cf (cubic feet),7838.0,2006,02
2414170,4718191,Natural Gas,383100.0,cf (cubic feet),4530.0,2006,03
2414170,4718191,Natural Gas,162800.0,cf (cubic feet),2048.0,2006,04
2414170,4718191,Natural Gas,35700.0,cf (cubic feet),479.0,2006,05
2414170,4718191,Natural Gas,12000.0,cf (cubic feet),161.0,2006,06
2414170,4718191,Natural Gas,16100.0,cf (cubic feet),191.0,2006,07
2414170,4718191,Natural Gas,23800.0,cf (cubic feet),286.0,2006,08
2414170,4718191,Natural Gas,24300.0,cf (cubic feet),288.0,2006,09
2414170,4718191,Natural Gas,348700.0,cf (cubic feet),3620.0,2006,10
2414170,4718191,Natural Gas,957800.0,cf (cubic feet),11084.0,2006,11
2414170,4718191,Natural Gas,1032900.0,cf (cubic feet),11707.0,2006,12
2414170,4718191,Natural Gas,1329600.0,cf (cubic feet),13177.0,2007,01
2414170,4718191,Natural Gas,1578400.0,cf (cubic feet),16680.0,2007,02
2414170,4718191,Natural Gas,1047700.0,cf (cubic feet),11750.0,2007,03
2414170,4718191,Natural Gas,36700.0,cf (cubic feet),474.0,2007,04
2414170,4718191,Natural Gas,43000.0,cf (cubic feet),556.0,2007,05
2414170,4718191,Natural Gas,9300.0,cf (cubic feet),130.0,2007,06
2414170,4718191,Natural Gas,9500.0,cf (cubic feet),120.0,2007,07
2414170,4718191,Natural Gas,7300.0,cf (cubic feet),86.0,2007,08
2414170,4718191,Natural Gas,4200.0,cf (cubic feet),62.0,2007,09
2414170,4718191,Natural Gas,45500.0,cf (cubic feet),551.0,2007,10
2414170,4718191,Natural Gas,451200.0,cf (cubic feet),5193.0,2007,11
2414170,4718191,Natural Gas,575700.0,cf (cubic feet),6443.0,2007,12
2414170,4718191,Natural Gas,497800.0,cf (cubic feet),5609.0,2008,01
2414170,4718191,Natural Gas,479700.0,cf (cubic feet),5734.0,2008,02
2414170,4718191,Natural Gas,410900.0,cf (cubic feet),5015.0,2008,03
2414170,4718191,Natural Gas,119800.0,cf (cubic feet),1667.0,2008,04
2414170,4718191,Natural Gas,65200.0,cf (cubic feet),1002.0,2008,05
2414170,4718191,Natural Gas,6000.0,cf (cubic feet),119.0,2008,06
2414170,4718191,Natural Gas,6300.0,cf (cubic feet),136.0,2008,07
2414170,4718191,Natural Gas,6200.0,cf (cubic feet),108.0,2008,08
2414170,4718191,Natural Gas,5300.0,cf (cubic feet),87.0,2008,09
2414170,4718191,Natural Gas,196200.0,cf (cubic feet),2249.0,2008,10
2414170,4718191,Natural Gas,357400.0,cf (cubic feet),4293.0,2008,11
2414170,4718191,Natural Gas,558700.0,cf (cubic feet),7000.0,2008,12
2414170,4718191,Natural Gas,600400.0,cf (cubic feet),6815.0,2009,01
2414170,4718191,Natural Gas,493200.0,cf (cubic feet),5753.0,2009,02
2414170,4718191,Natural Gas,310200.0,cf (cubic feet),3535.0,2009,03
2414170,4718191,Natural Gas,144300.0,cf (cubic feet),1376.0,2009,04
2414170,4718191,Natural Gas,10000.0,cf (cubic feet),101.0,2009,05
2414170,4718191,Natural Gas,6300.0,cf (cubic feet),74.0,2009,06
2414170,4718191,Natural Gas,5400.0,cf (cubic feet),68.0,2009,07
2414170,4718191,Natural Gas,4900.0,cf (cubic feet),63.0,2009,08
2414170,4718191,Natural Gas,28400.0,cf (cubic feet),248.0,2009,09
2414170,4718191,Natural Gas,175900.0,cf (cubic feet),1757.0,2009,10
2414170,4718191,Natural Gas,247700.0,cf (cubic feet),2341.0,2009,11
2414170,4718191,Natural Gas,553200.0,cf (cubic feet),4876.0,2009,12
2414170,4718191,Natural Gas,500300.0,cf (cubic feet),4810.0,2010,01
2414170,4718191,Natural Gas,501800.0,cf (cubic feet),4735.0,2010,02
2414170,4718191,Natural Gas,242600.0,cf (cubic feet),2410.0,2010,03
2414170,4718191,Natural Gas,97500.0,cf (cubic feet),949.0,2010,04
2414170,4718191,Natural Gas,36100.0,cf (cubic feet),360.0,2010,05
2414170,4718191,Natural Gas,6400.0,cf (cubic feet),86.0,2010,06
2414170,4718191,Natural Gas,5100.0,cf (cubic feet),75.0,2010,07
2414170,4718191,Natural Gas,5200.0,cf (cubic feet),76.0,2010,08
2414170,4718191,Natural Gas,7900.0,cf (cubic feet),92.0,2010,09
2414170,4718191,Natural Gas,123800.0,cf (cubic feet),1162.0,2010,10
2414170,4718191,Natural Gas,362700.0,cf (cubic feet),3267.0,2010,11
2414170,4718191,Natural Gas,564700.0,cf (cubic feet),5025.0,2010,12
2414170,4718191,Natural Gas,566000.0,cf (cubic feet),5389.0,2011,01
2414170,4718191,Natural Gas,512200.0,cf (cubic feet),5175.0,2011,02
2414170,4718191,Natural Gas,376600.0,cf (cubic feet),3742.0,2011,03
2414170,4718191,Natural Gas,169400.0,cf (cubic feet),1857.0,2011,04
2414170,4718191,Natural Gas,28600.0,cf (cubic feet),342.0,2011,05
2414170,4718191,Natural Gas,5400.0,cf (cubic feet),79.0,2011,07
2414170,4718191,Natural Gas,5000.0,cf (cubic feet),76.0,2011,08
2414170,4718191,Natural Gas,5300.0,cf (cubic feet),79.0,2011,09
2414170,4718191,Natural Gas,10000.0,cf (cubic feet),122.0,2011,10
2414170,4718191,Natural Gas,110900.0,cf (cubic feet),1018.0,2011,11
2414170,4718191,Natural Gas,211900.0,cf (cubic feet),1911.0,2011,12
2414170,4718191,Natural Gas,402200.0,cf (cubic feet),3584.0,2012,01
2414170,4718191,Natural Gas,490600.0,cf (cubic feet),4071.0,2012,02
2414170,4718191,Natural Gas,406000.0,cf (cubic feet),3507.0,2012,03
2414170,4718191,Natural Gas,203900.0,cf (cubic feet),2037.0,2012,04
2414170,4718191,Natural Gas,160700.0,cf (cubic feet),1553.0,2012,05
2414170,4718191,Natural Gas,16200.0,cf (cubic feet),188.0,2012,06
2414170,4718191,Natural Gas,5700.0,cf (cubic feet),71.0,2012,07
2414170,4718191,Natural Gas,5700.0,cf (cubic feet),67.0,2012,08
2414170,4718191,Natural Gas,5700.0,cf (cubic feet),68.0,2012,09
2414170,4718191,Natural Gas,5700.0,cf (cubic feet),66.0,2012,10
2414170,4718191,Natural Gas,83800.0,cf (cubic feet),653.0,2012,10
2414170,4718191,Natural Gas,303000.0,cf (cubic feet),2081.0,2012,12
2414170,4718191,Natural Gas,408800.0,cf (cubic feet),3254.0,2013,01
2414170,4718191,Natural Gas,538400.0,cf (cubic feet),4516.0,2013,02
2414170,4718191,Natural Gas,469500.0,cf (cubic feet),4060.0,2013,03
2414170,4718191,Natural Gas,356100.0,cf (cubic feet),3002.0,2013,04
2414170,4718191,Natural Gas,169400.0,cf (cubic feet),1396.0,2013,05
2414170,4718191,Natural Gas,52200.0,cf (cubic feet),435.0,2013,06
2414170,4718191,Natural Gas,13400.0,cf (cubic feet),120.0,2013,07
2414170,4718191,Natural Gas,12800.0,cf (cubic feet),116.0,2013,08
2414170,4718191,Natural Gas,14900.0,cf (cubic feet),141.0,2013,09
2414170,4718191,Natural Gas,19000.0,cf (cubic feet),170.0,2013,10
2414170,4718191,Natural Gas,103300.0,cf (cubic feet),788.0,2013,10
2414170,4718191,Natural Gas,463100.0,cf (cubic feet),3317.0,2013,12
2414170,4718191,Natural Gas,679600.0,cf (cubic feet),4569.0,2014,01
2414170,4718191,Natural Gas,624200.0,cf (cubic feet),4182.0,2014,02
2414170,4718191,Natural Gas,575700.0,cf (cubic feet),4396.0,2014,03
2414170,4718191,Natural Gas,503700.0,cf (cubic feet),4936.0,2014,04
2414170,4718191,Natural Gas,202400.0,cf (cubic feet),1743.0,2014,05
2414170,4718191,Natural Gas,25500.0,cf (cubic feet),264.0,2014,06
2414170,4718191,Natural Gas,8600.0,cf (cubic feet),97.0,2014,07
2414170,4718191,Natural Gas,9700.0,cf (cubic feet),90.0,2014,08
2414170,4718191,Natural Gas,10400.0,cf (cubic feet),85.0,2014,09
2414170,4718191,Natural Gas,40300.0,cf (cubic feet),233.0,2014,10
2414170,4718191,Natural Gas,122700.0,cf (cubic feet),627.0,2014,10
2414170,4718191,Natural Gas,456400.0,cf (cubic feet),2230.0,2014,12
2414170,4718191,Natural Gas,591400.0,cf (cubic feet),3105.0,2015,01
2414170,4718191,Natural Gas,664000.0,cf (cubic feet),3387.0,2015,02
2414170,4718191,Natural Gas,777600.0,cf (cubic feet),3844.0,2015,03
2414170,4718191,Natural Gas,519500.0,cf (cubic feet),2962.0,2015,04
2414170,4718191,Natural Gas,255400.0,cf (cubic feet),1282.0,2015,05
2414170,4718191,Natural Gas,36900.0,cf (cubic feet),241.0,2015,06
2414170,4718191,Natural Gas,15800.0,cf (cubic feet),108.0,2015,07
