Portfolio Manager ID,Portfolio Manager Meter ID,Meter Type,Usage/Quantity,Usage Units,Cost ($),Year,Month
1165546,4717916,District Steam,414.0,kLbs. (thousand pounds),5177.0,2002,10
1165546,4717916,District Steam,503.0,kLbs. (thousand pounds),6269.0,2002,11
1165546,4717916,District Steam,684.0,kLbs. (thousand pounds),8505.0,2002,12
1165546,4717916,District Steam,900.0,kLbs. (thousand pounds),11196.0,2003,01
1165546,4717916,District Steam,830.0,kLbs. (thousand pounds),10346.0,2003,02
1165546,4717916,District Steam,850.0,kLbs. (thousand pounds),10658.0,2003,03
1165546,4717916,District Steam,677.0,kLbs. (thousand pounds),9081.0,2003,04
1165546,4717916,District Steam,242.0,kLbs. (thousand pounds),3405.0,2003,05
1165546,4717916,District Steam,539.0,kLbs. (thousand pounds),8229.0,2003,06
1165546,4717916,District Steam,923.0,kLbs. (thousand pounds),13292.0,2003,07
1165546,4717916,District Steam,935.0,kLbs. (thousand pounds),15889.0,2003,08
1165546,4717916,District Steam,565.0,kLbs. (thousand pounds),9612.0,2003,09
1165546,4717916,District Steam,460.0,kLbs. (thousand pounds),7579.0,2003,10
1165546,4717916,District Steam,611.0,kLbs. (thousand pounds),9626.0,2003,11
1165546,4717916,District Steam,968.0,kLbs. (thousand pounds),13903.0,2003,12
1165546,4717916,District Steam,1041.0,kLbs. (thousand pounds),15540.0,2004,01
1165546,4717916,District Steam,1015.0,kLbs. (thousand pounds),15594.0,2004,02
1165546,4717916,District Steam,939.0,kLbs. (thousand pounds),14498.0,2004,03
1165546,4717916,District Steam,449.0,kLbs. (thousand pounds),6910.0,2004,04
1165546,4717916,District Steam,665.0,kLbs. (thousand pounds),11089.0,2004,05
1165546,4717916,District Steam,835.0,kLbs. (thousand pounds),16215.0,2004,06
1165546,4717916,District Steam,968.0,kLbs. (thousand pounds),18536.0,2004,07
1165546,4717916,District Steam,899.0,kLbs. (thousand pounds),15588.0,2004,08
1165546,4717916,District Steam,782.0,kLbs. (thousand pounds),14737.0,2004,09
1165546,4717916,District Steam,523.0,kLbs. (thousand pounds),8968.0,2004,10
1165546,4717916,District Steam,510.0,kLbs. (thousand pounds),9007.0,2004,11
1165546,4717916,District Steam,973.0,kLbs. (thousand pounds),17379.0,2004,12
1165546,4717916,District Steam,1259.0,kLbs. (thousand pounds),22478.0,2005,01
1165546,4717916,District Steam,1030.0,kLbs. (thousand pounds),18527.0,2005,02
1165546,4717916,District Steam,1019.0,kLbs. (thousand pounds),18671.0,2005,03
1165546,4717916,District Steam,55.0,kLbs. (thousand pounds),998.0,2005,04
1165546,4717916,District Steam,242.0,kLbs. (thousand pounds),4677.0,2005,05
1165546,4717916,District Steam,913.0,kLbs. (thousand pounds),17147.0,2005,06
1165546,4717916,District Steam,1013.0,kLbs. (thousand pounds),18981.0,2005,07
1165546,4717916,District Steam,1020.0,kLbs. (thousand pounds),19465.0,2005,08
1165546,4717916,District Steam,776.0,kLbs. (thousand pounds),15890.0,2005,09
1165546,4717916,District Steam,410.0,kLbs. (thousand pounds),9220.0,2005,10
1165546,4717916,District Steam,483.0,kLbs. (thousand pounds),11109.0,2005,11
1165546,4717916,District Steam,848.0,kLbs. (thousand pounds),19968.0,2005,12
1165546,4717916,District Steam,621.0,kLbs. (thousand pounds),14941.0,2006,01
1165546,4717916,District Steam,793.0,kLbs. (thousand pounds),19084.0,2006,02
1165546,4717916,District Steam,669.0,kLbs. (thousand pounds),15979.0,2006,03
1165546,4717916,District Steam,192.0,kLbs. (thousand pounds),4569.0,2006,04
1165546,4717916,District Steam,325.0,kLbs. (thousand pounds),7737.0,2006,05
1165546,4717916,District Steam,831.0,kLbs. (thousand pounds),19801.0,2006,06
1165546,4717916,District Steam,1113.0,kLbs. (thousand pounds),26491.0,2006,07
1165546,4717916,District Steam,1123.0,kLbs. (thousand pounds),26655.0,2006,08
1165546,4717916,District Steam,369.0,kLbs. (thousand pounds),8750.0,2006,09
1165546,4717916,District Steam,262.0,kLbs. (thousand pounds),6248.0,2006,10
1165546,4717916,District Steam,395.0,kLbs. (thousand pounds),9475.0,2006,11
1165546,4717916,District Steam,688.0,kLbs. (thousand pounds),16442.0,2006,12
1165546,4717916,District Steam,967.0,kLbs. (thousand pounds),23105.0,2007,01
1165546,4717916,District Steam,954.0,kLbs. (thousand pounds),22797.0,2007,02
1165546,4717916,District Steam,594.0,kLbs. (thousand pounds),14146.0,2007,03
1165546,4717916,District Steam,476.0,kLbs. (thousand pounds),11309.0,2007,04
1165546,4717916,District Steam,575.0,kLbs. (thousand pounds),13692.0,2007,05
1165546,4717916,District Steam,784.0,kLbs. (thousand pounds),18628.0,2007,06
1165546,4717916,District Steam,1160.0,kLbs. (thousand pounds),27553.0,2007,07
1165546,4717916,District Steam,1120.0,kLbs. (thousand pounds),26537.0,2007,08
1165546,4717916,District Steam,570.0,kLbs. (thousand pounds),13507.0,2007,09
1165546,4717916,District Steam,468.0,kLbs. (thousand pounds),11125.0,2007,10
1165546,4717916,District Steam,789.0,kLbs. (thousand pounds),18760.0,2007,11
1165546,4717916,District Steam,963.0,kLbs. (thousand pounds),22918.0,2007,12
1165546,4717916,District Steam,962.0,kLbs. (thousand pounds),22897.0,2008,01
1165546,4717916,District Steam,1054.0,kLbs. (thousand pounds),25092.0,2008,02
1165546,4717916,District Steam,1051.0,kLbs. (thousand pounds),25021.0,2008,03
1165546,4717916,District Steam,593.0,kLbs. (thousand pounds),14117.0,2008,04
1165546,4717916,District Steam,432.0,kLbs. (thousand pounds),10229.0,2008,05
1165546,4717916,District Steam,846.0,kLbs. (thousand pounds),20016.0,2008,06
1165546,4717916,District Steam,928.0,kLbs. (thousand pounds),21926.0,2008,07
1165546,4717916,District Steam,834.0,kLbs. (thousand pounds),19687.0,2008,08
1165546,4717916,District Steam,465.0,kLbs. (thousand pounds),10929.0,2008,09
1165546,4717916,District Steam,420.0,kLbs. (thousand pounds),10019.0,2008,10
1165546,4717916,District Steam,657.0,kLbs. (thousand pounds),15631.0,2008,11
1165546,4717916,District Steam,1011.0,kLbs. (thousand pounds),16947.0,2008,12
1165546,4717916,District Steam,1108.0,kLbs. (thousand pounds),19213.0,2009,01
1165546,4717916,District Steam,1105.0,kLbs. (thousand pounds),18072.0,2009,02
1165546,4717916,District Steam,796.0,kLbs. (thousand pounds),11417.0,2009,03
1165546,4717916,District Steam,783.0,kLbs. (thousand pounds),11372.0,2009,04
1165546,4717916,District Steam,346.0,kLbs. (thousand pounds),5874.0,2009,05
1165546,4717916,District Steam,463.0,kLbs. (thousand pounds),8211.0,2009,06
1165546,4717916,District Steam,725.0,kLbs. (thousand pounds),12562.0,2009,07
1165546,4717916,District Steam,866.0,kLbs. (thousand pounds),15491.0,2009,08
1165546,4717916,District Steam,808.0,kLbs. (thousand pounds),13000.0,2009,09
1165546,4717916,District Steam,435.0,kLbs. (thousand pounds),6790.0,2009,10
1165546,4717916,District Steam,558.0,kLbs. (thousand pounds),7858.0,2009,11
1165546,4717916,District Steam,994.0,kLbs. (thousand pounds),13283.0,2009,12
