Portfolio Manager ID,Portfolio Manager Meter ID,Meter Type,Usage/Quantity,Usage Units,Cost ($),Year,Month
2630017,8787497,Other:,1.28,kBtu (thousand Btu),43.0,2014,02
2630017,8787497,Other:,0.37,kBtu (thousand Btu),12.0,2014,03
2630017,8787497,Other:,0.18,kBtu (thousand Btu),6.0,2014,04
2630017,8787497,Other:,0.18,kBtu (thousand Btu),6.0,2014,05
2630017,8787497,Other:,0.46,kBtu (thousand Btu),16.0,2014,06
2630017,8787497,Other:,19.03,kBtu (thousand Btu),580.0,2014,07
2630017,8787497,Other:,21.5,kBtu (thousand Btu),656.0,2014,08
2630017,8787497,Other:,1.65,kBtu (thousand Btu),50.0,2014,09
2630017,8787497,Other:,2.47,kBtu (thousand Btu),75.0,2014,10
2630017,8787497,Other:,16.29,kBtu (thousand Btu),497.0,2014,11
2630017,8787497,Other:,1.65,kBtu (thousand Btu),50.0,2014,12
2630017,8787497,Other:,1.46,kBtu (thousand Btu),45.0,2015,01
2630017,8787497,Other:,1.1,kBtu (thousand Btu),33.0,2015,02
2630017,8787497,Other:,1.28,kBtu (thousand Btu),39.0,2015,03
2630017,8787497,Other:,0.92,kBtu (thousand Btu),28.0,2015,04
2630017,8787497,Other:,1.28,kBtu (thousand Btu),39.0,2015,05
2630017,8787497,Other:,1.83,kBtu (thousand Btu),27.0,2015,06
