Portfolio Manager ID,Portfolio Manager Meter ID,Meter Type,End Date,Usage/Quantity,Usage Units,Cost ($)
3264359,5242891,Natural Gas,2012-06-28 00:00:00,10476.0,cf (cubic feet),107.0
3264359,5242891,Natural Gas,2012-07-29 00:00:00,74690.0,cf (cubic feet),674.0
3264359,5242891,Natural Gas,2012-08-28 00:00:00,140165.0,cf (cubic feet),1225.0
3264359,5242891,Natural Gas,2012-09-27 00:00:00,71877.0,cf (cubic feet),624.0
3264359,5242891,Natural Gas,2012-10-26 00:00:00,93314.0,cf (cubic feet),796.0
3264359,5242891,Natural Gas,2012-11-25 00:00:00,163154.0,cf (cubic feet),1607.0
3264359,5242891,Natural Gas,2012-12-26 00:00:00,186628.0,cf (cubic feet),1682.0
3264359,5242891,Natural Gas,2013-01-29 00:00:00,247544.0,cf (cubic feet),2128.0
3264359,5242891,Natural Gas,2013-02-28 00:00:00,240754.0,cf (cubic feet),2222.0
3264359,5242891,Natural Gas,2013-03-31 00:00:00,146179.0,cf (cubic feet),1277.0
3264359,5242891,Natural Gas,2013-04-30 00:00:00,93000.0,cf (cubic feet),1035.0
3264359,5242891,Natural Gas,2013-05-31 00:00:00,90598.0,cf (cubic feet),841.0
3264359,5242891,Natural Gas,2013-06-28 00:00:00,46560.0,cf (cubic feet),433.0
3264359,5242891,Natural Gas,2013-07-30 00:00:00,40158.0,cf (cubic feet),373.0
3264359,5242891,Natural Gas,2013-08-28 00:00:00,52671.0,cf (cubic feet),459.0
3264359,5242891,Natural Gas,2013-09-27 00:00:00,52477.0,cf (cubic feet),444.0
3264359,5242891,Natural Gas,2013-10-28 00:00:00,91180.0,cf (cubic feet),736.0
3264359,5242891,Natural Gas,2013-11-26 00:00:00,95739.0,cf (cubic feet),928.0
3264359,5242891,Natural Gas,2013-12-29 00:00:00,151514.0,cf (cubic feet),1419.0
3264359,5242891,Natural Gas,2014-01-30 00:00:00,161990.0,cf (cubic feet),1606.0
3264359,5242891,Natural Gas,2014-03-01 00:00:00,124160.0,cf (cubic feet),1334.0
3264359,5242891,Natural Gas,2014-03-31 00:00:00,76921.0,cf (cubic feet),895.0
3264359,5242891,Natural Gas,2014-04-30 00:00:00,33368.0,cf (cubic feet),352.0
3264359,5242891,Natural Gas,2014-05-30 00:00:00,21243.0,cf (cubic feet),252.0
3264359,5242891,Natural Gas,2014-06-30 00:00:00,16684.0,cf (cubic feet),204.0
3264359,5242891,Natural Gas,2014-07-30 00:00:00,11737.0,cf (cubic feet),163.0
3264359,5242891,Natural Gas,2014-08-29 00:00:00,21340.0,cf (cubic feet),247.0
3264359,5242891,Natural Gas,2014-09-30 00:00:00,19012.0,cf (cubic feet),248.0
3264359,5242891,Natural Gas,2014-10-29 00:00:00,28712.0,cf (cubic feet),319.0
3264359,5242891,Natural Gas,2014-12-01 00:00:00,52574.0,cf (cubic feet),571.0
3264359,5242891,Natural Gas,2014-12-30 00:00:00,57133.0,cf (cubic feet),651.0
3264359,5242891,Natural Gas,2015-01-29 00:00:00,73720.0,cf (cubic feet),856.0
3264359,5242891,Natural Gas,2015-03-02 00:00:00,49470.0,cf (cubic feet),558.0
3264359,5242891,Natural Gas,2015-03-31 00:00:00,37830.0,cf (cubic feet),399.0
3264359,5242891,Natural Gas,2015-04-30 00:00:00,23571.0,cf (cubic feet),218.0
3264359,5242891,Natural Gas,2015-06-01 00:00:00,4074.0,cf (cubic feet),62.0
3264359,5242891,Natural Gas,2015-07-02 00:00:00,16684.0,cf (cubic feet),204.0
3264359,5423383,Electric - Grid,2012-07-29 00:00:00,86200.0,kWh (thousand Watt-hours),14911.0
3264359,5423383,Electric - Grid,2012-08-27 00:00:00,105681.0,kWh (thousand Watt-hours),17886.0
3264359,5423383,Electric - Grid,2012-09-26 00:00:00,65682.0,kWh (thousand Watt-hours),12134.0
3264359,5423383,Electric - Grid,2012-10-25 00:00:00,58703.0,kWh (thousand Watt-hours),11462.0
3264359,5423383,Electric - Grid,2012-12-01 00:00:00,41400.0,kWh (thousand Watt-hours),610.0
3264359,5423383,Electric - Grid,2012-12-27 00:00:00,30612.0,kWh (thousand Watt-hours),650.0
3264359,5423383,Electric - Grid,2013-01-28 00:00:00,35596.0,kWh (thousand Watt-hours),793.0
3264359,5423383,Electric - Grid,2013-02-27 00:00:00,41061.0,kWh (thousand Watt-hours),795.0
3264359,5423383,Electric - Grid,2013-03-28 00:00:00,41278.0,kWh (thousand Watt-hours),955.0
3264359,5423383,Electric - Grid,2013-04-27 00:00:00,48713.0,kWh (thousand Watt-hours),1105.0
3264359,5423383,Electric - Grid,2013-05-29 00:00:00,56246.0,kWh (thousand Watt-hours),2957.0
3264359,5423383,Electric - Grid,2013-06-27 00:00:00,57317.0,kWh (thousand Watt-hours),3032.0
3264359,5423383,Electric - Grid,2013-07-29 00:00:00,74085.0,kWh (thousand Watt-hours),3221.0
3264359,5423383,Electric - Grid,2013-08-27 00:00:00,65032.0,kWh (thousand Watt-hours),3274.0
3264359,5423383,Electric - Grid,2013-09-26 00:00:00,55650.0,kWh (thousand Watt-hours),3023.0
3264359,5423383,Electric - Grid,2013-10-26 00:00:00,42758.0,kWh (thousand Watt-hours),78590.0
3264359,5423383,Electric - Grid,2013-11-25 00:00:00,33983.0,kWh (thousand Watt-hours),1123.0
3264359,5423383,Electric - Grid,2013-12-27 00:00:00,32588.0,kWh (thousand Watt-hours),887.0
3264359,5423383,Electric - Grid,2014-01-28 00:00:00,36187.0,kWh (thousand Watt-hours),950.0
3264359,5423383,Electric - Grid,2014-02-27 00:00:00,35293.0,kWh (thousand Watt-hours),1075.0
3264359,5423383,Electric - Grid,2014-03-30 00:00:00,34777.0,kWh (thousand Watt-hours),1115.0
3264359,5423383,Electric - Grid,2014-04-29 00:00:00,31186.0,kWh (thousand Watt-hours),1202.0
3264359,5423383,Electric - Grid,2014-05-29 00:00:00,60931.0,kWh (thousand Watt-hours),3001.0
3264359,5423383,Electric - Grid,2014-06-29 00:00:00,46263.0,kWh (thousand Watt-hours),3436.0
3264359,5423383,Electric - Grid,2014-07-29 00:00:00,62680.0,kWh (thousand Watt-hours),3501.0
3264359,5423383,Electric - Grid,2014-08-28 00:00:00,64880.0,kWh (thousand Watt-hours),3492.0
3264359,5423383,Electric - Grid,2014-09-29 00:00:00,52434.0,kWh (thousand Watt-hours),3399.0
3264359,5423383,Electric - Grid,2014-10-28 00:00:00,37331.0,kWh (thousand Watt-hours),68185.0
3264359,5423383,Electric - Grid,2014-11-30 00:00:00,31532.0,kWh (thousand Watt-hours),5311.0
3264359,5423383,Electric - Grid,2014-12-29 00:00:00,25688.0,kWh (thousand Watt-hours),4185.0
3264359,5423383,Electric - Grid,2015-01-28 00:00:00,24954.0,kWh (thousand Watt-hours),3966.0
3264359,5423383,Electric - Grid,2015-03-01 00:00:00,30490.0,kWh (thousand Watt-hours),4996.0
3264359,5423383,Electric - Grid,2015-03-30 00:00:00,29436.0,kWh (thousand Watt-hours),5092.0
3264359,5423383,Electric - Grid,2015-04-29 00:00:00,29623.0,kWh (thousand Watt-hours),4951.0
3264359,5423383,Electric - Grid,2015-05-31 00:00:00,28128.0,kWh (thousand Watt-hours),7194.0
3264359,5423383,Electric - Grid,2015-06-29 00:00:00,39565.0,kWh (thousand Watt-hours),10282.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2012-07-11 00:00:00,145112.0,Gallons,435.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2012-08-09 00:00:00,10472.0,Gallons,194.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2012-09-12 00:00:00,26180.0,Gallons,228.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2012-10-10 00:00:00,28424.0,Gallons,232.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2012-11-09 00:00:00,42636.0,Gallons,216.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2012-12-09 00:00:00,11220.0,Gallons,185.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2013-01-10 00:00:00,748.0,Gallons,170.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2013-02-12 00:00:00,748.0,Gallons,144.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2013-03-13 00:00:00,748.0,Gallons,170.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2013-04-10 00:00:00,6732.0,Gallons,185.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2013-05-09 00:00:00,96492.0,Gallons,399.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2013-06-11 00:00:00,152592.0,Gallons,532.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2013-07-09 00:00:00,188496.0,Gallons,618.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2013-07-31 00:00:00,169048.0,Gallons,572.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2013-09-11 00:00:00,175032.0,Gallons,587.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2013-10-11 00:00:00,136884.0,Gallons,496.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2013-11-12 00:00:00,101728.0,Gallons,408.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2013-12-12 00:00:00,62832.0,Gallons,310.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2014-01-14 00:00:00,229636.0,Gallons,683.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2014-02-12 00:00:00,242352.0,Gallons,718.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2014-03-13 00:00:00,77044.0,Gallons,344.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2014-04-10 00:00:00,140624.0,Gallons,488.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2014-05-08 00:00:00,178024.0,Gallons,595.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2014-06-09 00:00:00,187748.0,Gallons,622.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2014-07-04 00:00:00,449174.0,Gallons,1239.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2014-07-31 00:00:00,449174.0,Gallons,1239.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2014-08-29 00:00:00,569228.0,Gallons,1562.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2014-09-30 00:00:00,287232.0,Gallons,925.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2014-10-28 00:00:00,168300.0,Gallons,635.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2014-11-26 00:00:00,76296.0,Gallons,393.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2014-12-30 00:00:00,11968.0,Gallons,224.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2015-01-29 00:00:00,9724.0,Gallons,218.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2015-02-27 00:00:00,11968.0,Gallons,225.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2015-03-31 00:00:00,11968.0,Gallons,225.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2015-04-29 00:00:00,21692.0,Gallons,251.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2015-05-29 00:00:00,31416.0,Gallons,279.0
3264359,5913781,Potable: Mixed Indoor/Outdoor,2015-06-30 00:00:00,55352.0,Gallons,344.0
