Portfolio Manager ID,Portfolio Manager Meter ID,Meter Type,End Date,Usage/Quantity,Usage Units,Cost ($)
2630146,4718412,Electric - Grid,2002-10-31 00:00:00,581250.0,kWh (thousand Watt-hours),32877.0
2630146,4718412,Electric - Grid,2002-11-30 00:00:00,385500.0,kWh (thousand Watt-hours),22853.0
2630146,4718412,Electric - Grid,2002-12-31 00:00:00,411750.0,kWh (thousand Watt-hours),23765.0
2630146,4718412,Electric - Grid,2003-01-31 00:00:00,407250.0,kWh (thousand Watt-hours),22740.0
2630146,4718412,Electric - Grid,2003-02-28 00:00:00,474000.0,kWh (thousand Watt-hours),24723.0
2630146,4718412,Electric - Grid,2003-03-31 00:00:00,383250.0,kWh (thousand Watt-hours),22609.0
2630146,4718412,Electric - Grid,2003-04-30 00:00:00,349500.0,kWh (thousand Watt-hours),20078.0
2630146,4718412,Electric - Grid,2003-05-31 00:00:00,450750.0,kWh (thousand Watt-hours),25990.0
2630146,4718412,Electric - Grid,2003-06-30 00:00:00,544500.0,kWh (thousand Watt-hours),30176.0
2630146,4718412,Electric - Grid,2003-07-31 00:00:00,618750.0,kWh (thousand Watt-hours),33993.0
2630146,4718412,Electric - Grid,2003-08-31 00:00:00,627750.0,kWh (thousand Watt-hours),34478.0
2630146,4718412,Electric - Grid,2003-09-30 00:00:00,441750.0,kWh (thousand Watt-hours),28564.0
2630146,4718412,Electric - Grid,2003-10-31 00:00:00,413250.0,kWh (thousand Watt-hours),26442.0
2630146,4718412,Electric - Grid,2003-11-30 00:00:00,360750.0,kWh (thousand Watt-hours),23604.0
2630146,4718412,Electric - Grid,2003-12-31 00:00:00,459750.0,kWh (thousand Watt-hours),27516.0
2630146,4718412,Electric - Grid,2004-01-31 00:00:00,368250.0,kWh (thousand Watt-hours),23900.0
2630146,4718412,Electric - Grid,2004-02-29 00:00:00,387750.0,kWh (thousand Watt-hours),25851.0
2630146,4718412,Electric - Grid,2004-03-31 00:00:00,375000.0,kWh (thousand Watt-hours),25719.0
2630146,4718412,Electric - Grid,2004-04-30 00:00:00,401250.0,kWh (thousand Watt-hours),28869.0
2630146,4718412,Electric - Grid,2004-05-31 00:00:00,468750.0,kWh (thousand Watt-hours),31629.0
2630146,4718412,Electric - Grid,2004-06-30 00:00:00,496500.0,kWh (thousand Watt-hours),32738.0
2630146,4718412,Electric - Grid,2004-07-31 00:00:00,607500.0,kWh (thousand Watt-hours),38276.0
2630146,4718412,Electric - Grid,2004-08-31 00:00:00,492000.0,kWh (thousand Watt-hours),32722.0
2630146,4718412,Electric - Grid,2004-09-30 00:00:00,450750.0,kWh (thousand Watt-hours),30660.0
2630146,4718412,Electric - Grid,2004-10-31 00:00:00,390000.0,kWh (thousand Watt-hours),27868.0
2630146,4718412,Electric - Grid,2004-11-30 00:00:00,348750.0,kWh (thousand Watt-hours),26672.0
2630146,4718412,Electric - Grid,2004-12-31 00:00:00,430500.0,kWh (thousand Watt-hours),27145.0
2630146,4718412,Electric - Grid,2005-01-31 00:00:00,366000.0,kWh (thousand Watt-hours),25777.0
2630146,4718412,Electric - Grid,2005-02-28 00:00:00,334500.0,kWh (thousand Watt-hours),23196.0
2630146,4718412,Electric - Grid,2005-03-31 00:00:00,361500.0,kWh (thousand Watt-hours),25395.0
2630146,4718412,Electric - Grid,2005-04-30 00:00:00,363750.0,kWh (thousand Watt-hours),27359.0
2630146,4718412,Electric - Grid,2005-05-31 00:00:00,446250.0,kWh (thousand Watt-hours),30701.0
2630146,4718412,Electric - Grid,2005-06-30 00:00:00,525750.0,kWh (thousand Watt-hours),33788.0
2630146,4718412,Electric - Grid,2005-07-31 00:00:00,629250.0,kWh (thousand Watt-hours),38514.0
2630146,4718412,Electric - Grid,2005-08-31 00:00:00,619500.0,kWh (thousand Watt-hours),37510.0
2630146,4718412,Electric - Grid,2005-09-30 00:00:00,548250.0,kWh (thousand Watt-hours),36988.0
2630146,4718412,Electric - Grid,2005-10-31 00:00:00,393750.0,kWh (thousand Watt-hours),29950.0
2630146,4718412,Electric - Grid,2005-11-30 00:00:00,383250.0,kWh (thousand Watt-hours),29524.0
2630146,4718412,Electric - Grid,2005-12-31 00:00:00,426000.0,kWh (thousand Watt-hours),27396.0
2630146,4718412,Electric - Grid,2006-01-31 00:00:00,399250.0,kWh (thousand Watt-hours),22764.0
2630146,4718412,Electric - Grid,2006-02-28 00:00:00,382500.0,kWh (thousand Watt-hours),27015.0
2630146,4718412,Electric - Grid,2006-03-31 00:00:00,363750.0,kWh (thousand Watt-hours),29788.0
2630146,4718412,Electric - Grid,2006-04-30 00:00:00,443250.0,kWh (thousand Watt-hours),35211.0
2630146,4718412,Electric - Grid,2006-05-31 00:00:00,468750.0,kWh (thousand Watt-hours),36315.0
2630146,4718412,Electric - Grid,2006-06-30 00:00:00,519000.0,kWh (thousand Watt-hours),39212.0
2630146,4718412,Electric - Grid,2006-07-31 00:00:00,628500.0,kWh (thousand Watt-hours),44134.0
2630146,4718412,Electric - Grid,2006-08-31 00:00:00,585000.0,kWh (thousand Watt-hours),42095.0
2630146,4718412,Electric - Grid,2006-09-30 00:00:00,439500.0,kWh (thousand Watt-hours),34556.0
2630146,4718412,Electric - Grid,2006-10-31 00:00:00,363750.0,kWh (thousand Watt-hours),30167.0
2630146,4718412,Electric - Grid,2006-11-30 00:00:00,375750.0,kWh (thousand Watt-hours),29478.0
2630146,4718412,Electric - Grid,2006-12-31 00:00:00,356250.0,kWh (thousand Watt-hours),28378.0
2630146,4718412,Electric - Grid,2007-01-31 00:00:00,415250.0,kWh (thousand Watt-hours),30994.0
2630146,4718412,Electric - Grid,2007-02-28 00:00:00,398250.0,kWh (thousand Watt-hours),30726.0
2630146,4718412,Electric - Grid,2007-03-31 00:00:00,392250.0,kWh (thousand Watt-hours),31871.0
2630146,4718412,Electric - Grid,2007-04-30 00:00:00,412500.0,kWh (thousand Watt-hours),32195.0
2630146,4718412,Electric - Grid,2007-05-31 00:00:00,447000.0,kWh (thousand Watt-hours),33961.0
2630146,4718412,Electric - Grid,2007-06-30 00:00:00,507000.0,kWh (thousand Watt-hours),37135.0
2630146,4718412,Electric - Grid,2007-07-31 00:00:00,559500.0,kWh (thousand Watt-hours),30728.0
