Portfolio Manager ID,Portfolio Manager Meter ID,Meter Type,End Date,Usage/Quantity,Usage Units,Cost ($)
1331382,4717646,Electric - Grid,2002-10-31 00:00:00,343235.0,kWh (thousand Watt-hours),19725.0
1331382,4717646,Electric - Grid,2002-11-30 00:00:00,378283.0,kWh (thousand Watt-hours),17786.0
1331382,4717646,Electric - Grid,2002-12-31 00:00:00,360099.0,kWh (thousand Watt-hours),17542.0
1331382,4717646,Electric - Grid,2003-01-31 00:00:00,350967.0,kWh (thousand Watt-hours),17288.0
1331382,4717646,Electric - Grid,2003-02-28 00:00:00,372095.0,kWh (thousand Watt-hours),17790.0
1331382,4717646,Electric - Grid,2003-03-31 00:00:00,353953.0,kWh (thousand Watt-hours),21112.0
1331382,4717646,Electric - Grid,2003-04-30 00:00:00,373433.0,kWh (thousand Watt-hours),21722.0
1331382,4717646,Electric - Grid,2003-05-31 00:00:00,391586.0,kWh (thousand Watt-hours),24004.0
1331382,4717646,Electric - Grid,2003-06-30 00:00:00,413869.0,kWh (thousand Watt-hours),25907.0
1331382,4717646,Electric - Grid,2003-07-31 00:00:00,487331.0,kWh (thousand Watt-hours),30579.0
1331382,4717646,Electric - Grid,2003-08-31 00:00:00,481454.0,kWh (thousand Watt-hours),29854.0
1331382,4717646,Electric - Grid,2003-09-30 00:00:00,399648.0,kWh (thousand Watt-hours),21671.0
1331382,4717646,Electric - Grid,2003-10-31 00:00:00,321464.0,kWh (thousand Watt-hours),20016.0
1331382,4717646,Electric - Grid,2003-11-30 00:00:00,351682.0,kWh (thousand Watt-hours),20617.0
1331382,4717646,Electric - Grid,2003-12-31 00:00:00,339445.0,kWh (thousand Watt-hours),16740.0
1331382,4717646,Electric - Grid,2004-01-31 00:00:00,361875.0,kWh (thousand Watt-hours),17306.0
1331382,4717646,Electric - Grid,2004-02-29 00:00:00,406728.0,kWh (thousand Watt-hours),18201.0
1331382,4717646,Electric - Grid,2004-03-31 00:00:00,388628.0,kWh (thousand Watt-hours),21328.0
1331382,4717646,Electric - Grid,2004-04-30 00:00:00,355782.0,kWh (thousand Watt-hours),20419.0
1331382,4717646,Electric - Grid,2004-05-31 00:00:00,357112.0,kWh (thousand Watt-hours),23740.0
1331382,4717646,Electric - Grid,2004-06-30 00:00:00,417193.0,kWh (thousand Watt-hours),25581.0
1331382,4717646,Electric - Grid,2004-07-31 00:00:00,481650.0,kWh (thousand Watt-hours),29406.0
1331382,4717646,Electric - Grid,2004-08-31 00:00:00,468059.0,kWh (thousand Watt-hours),26849.0
1331382,4717646,Electric - Grid,2004-09-30 00:00:00,447142.0,kWh (thousand Watt-hours),24007.0
1331382,4717646,Electric - Grid,2004-10-31 00:00:00,332973.0,kWh (thousand Watt-hours),20278.0
1331382,4717646,Electric - Grid,2004-11-30 00:00:00,382727.0,kWh (thousand Watt-hours),21873.0
1331382,4717646,Electric - Grid,2004-12-31 00:00:00,340531.0,kWh (thousand Watt-hours),17325.0
1331382,4717646,Electric - Grid,2005-01-31 00:00:00,379416.0,kWh (thousand Watt-hours),18460.0
1331382,4717646,Electric - Grid,2005-02-28 00:00:00,373427.0,kWh (thousand Watt-hours),18570.0
1331382,4717646,Electric - Grid,2005-03-31 00:00:00,376462.0,kWh (thousand Watt-hours),22218.0
1331382,4717646,Electric - Grid,2005-04-30 00:00:00,368843.0,kWh (thousand Watt-hours),22605.0
1331382,4717646,Electric - Grid,2005-05-31 00:00:00,391416.0,kWh (thousand Watt-hours),24770.0
1331382,4717646,Electric - Grid,2005-06-30 00:00:00,567054.0,kWh (thousand Watt-hours),31250.0
1331382,4717646,Electric - Grid,2005-07-31 00:00:00,566836.0,kWh (thousand Watt-hours),31110.0
1331382,4717646,Electric - Grid,2005-08-31 00:00:00,523317.0,kWh (thousand Watt-hours),29589.0
1331382,4717646,Electric - Grid,2005-09-30 00:00:00,516072.0,kWh (thousand Watt-hours),26965.0
1331382,4717646,Electric - Grid,2005-10-31 00:00:00,387290.0,kWh (thousand Watt-hours),23335.0
1331382,4717646,Electric - Grid,2005-11-30 00:00:00,369355.0,kWh (thousand Watt-hours),22512.0
1331382,4717646,Electric - Grid,2005-12-31 00:00:00,404091.0,kWh (thousand Watt-hours),19344.0
1331382,4717646,Electric - Grid,2006-01-31 00:00:00,357294.0,kWh (thousand Watt-hours),18268.0
1331382,4717646,Electric - Grid,2006-02-28 00:00:00,361795.0,kWh (thousand Watt-hours),18328.0
1331382,4717646,Electric - Grid,2006-03-31 00:00:00,385890.0,kWh (thousand Watt-hours),18947.0
1331382,4717646,Electric - Grid,2006-04-30 00:00:00,393287.0,kWh (thousand Watt-hours),23383.0
1331382,4717646,Electric - Grid,2006-05-31 00:00:00,441379.0,kWh (thousand Watt-hours),27701.0
1331382,4717646,Electric - Grid,2006-06-30 00:00:00,478757.0,kWh (thousand Watt-hours),29340.0
1331382,4717646,Electric - Grid,2006-07-31 00:00:00,663574.0,kWh (thousand Watt-hours),36833.0
1331382,4717646,Electric - Grid,2006-08-31 00:00:00,576324.0,kWh (thousand Watt-hours),31375.0
1331382,4717646,Electric - Grid,2006-09-30 00:00:00,409786.0,kWh (thousand Watt-hours),23762.0
1331382,4717646,Electric - Grid,2006-10-31 00:00:00,382843.0,kWh (thousand Watt-hours),23292.0
1331382,4717646,Electric - Grid,2006-11-30 00:00:00,367876.0,kWh (thousand Watt-hours),18516.0
1331382,4717646,Electric - Grid,2006-12-31 00:00:00,372375.0,kWh (thousand Watt-hours),18572.0
1331382,4717646,Electric - Grid,2007-01-31 00:00:00,334780.0,kWh (thousand Watt-hours),17331.0
1331382,4717646,Electric - Grid,2007-02-28 00:00:00,384227.0,kWh (thousand Watt-hours),18953.0
1331382,4717646,Electric - Grid,2007-03-31 00:00:00,388878.0,kWh (thousand Watt-hours),23183.0
1331382,4717646,Electric - Grid,2007-04-30 00:00:00,408104.0,kWh (thousand Watt-hours),23450.0
1331382,4717646,Electric - Grid,2007-05-31 00:00:00,465204.0,kWh (thousand Watt-hours),28706.0
