Portfolio Manager ID,Portfolio Manager Meter ID,Meter Type,End Date,Usage/Quantity,Usage Units,Cost ($)
2280840,4718552,Electric - Grid,2002-10-31 00:00:00,174000.0,kWh (thousand Watt-hours),10982.0
2280840,4718552,Electric - Grid,2002-11-30 00:00:00,172400.0,kWh (thousand Watt-hours),13700.0
2280840,4718552,Electric - Grid,2002-12-31 00:00:00,190800.0,kWh (thousand Watt-hours),11128.0
2280840,4718552,Electric - Grid,2003-01-31 00:00:00,155600.0,kWh (thousand Watt-hours),10004.0
2280840,4718552,Electric - Grid,2003-02-28 00:00:00,176000.0,kWh (thousand Watt-hours),10465.0
2280840,4718552,Electric - Grid,2003-03-31 00:00:00,168000.0,kWh (thousand Watt-hours),10399.0
2280840,4718552,Electric - Grid,2003-04-30 00:00:00,163200.0,kWh (thousand Watt-hours),10582.0
2280840,4718552,Electric - Grid,2003-05-31 00:00:00,184000.0,kWh (thousand Watt-hours),11695.0
2280840,4718552,Electric - Grid,2003-06-30 00:00:00,240800.0,kWh (thousand Watt-hours),13966.0
2280840,4718552,Electric - Grid,2003-07-31 00:00:00,276800.0,kWh (thousand Watt-hours),15266.0
2280840,4718552,Electric - Grid,2003-08-31 00:00:00,268000.0,kWh (thousand Watt-hours),14803.0
2280840,4718552,Electric - Grid,2003-09-30 00:00:00,203600.0,kWh (thousand Watt-hours),12798.0
2280840,4718552,Electric - Grid,2003-10-31 00:00:00,185200.0,kWh (thousand Watt-hours),11802.0
2280840,4718552,Electric - Grid,2003-11-30 00:00:00,181200.0,kWh (thousand Watt-hours),11290.0
2280840,4718552,Electric - Grid,2003-12-31 00:00:00,192800.0,kWh (thousand Watt-hours),10896.0
2280840,4718552,Electric - Grid,2004-01-31 00:00:00,168000.0,kWh (thousand Watt-hours),9821.0
2280840,4718552,Electric - Grid,2004-02-29 00:00:00,171600.0,kWh (thousand Watt-hours),9931.0
2280840,4718552,Electric - Grid,2004-03-31 00:00:00,200400.0,kWh (thousand Watt-hours),11883.0
2280840,4718552,Electric - Grid,2004-04-30 00:00:00,184000.0,kWh (thousand Watt-hours),11489.0
2280840,4718552,Electric - Grid,2004-05-31 00:00:00,212800.0,kWh (thousand Watt-hours),14218.0
2280840,4718552,Electric - Grid,2004-06-30 00:00:00,217200.0,kWh (thousand Watt-hours),14935.0
2280840,4718552,Electric - Grid,2004-07-31 00:00:00,318800.0,kWh (thousand Watt-hours),18897.0
2280840,4718552,Electric - Grid,2004-08-31 00:00:00,255200.0,kWh (thousand Watt-hours),16738.0
2280840,4718552,Electric - Grid,2004-09-30 00:00:00,253200.0,kWh (thousand Watt-hours),16573.0
2280840,4718552,Electric - Grid,2004-10-31 00:00:00,204400.0,kWh (thousand Watt-hours),12998.0
2280840,4718552,Electric - Grid,2004-11-30 00:00:00,215200.0,kWh (thousand Watt-hours),12553.0
2280840,4718552,Electric - Grid,2004-12-31 00:00:00,179200.0,kWh (thousand Watt-hours),10556.0
2280840,4718552,Electric - Grid,2005-01-31 00:00:00,193200.0,kWh (thousand Watt-hours),11419.0
2280840,4718552,Electric - Grid,2005-02-28 00:00:00,193600.0,kWh (thousand Watt-hours),11469.0
2280840,4718552,Electric - Grid,2005-03-31 00:00:00,191600.0,kWh (thousand Watt-hours),12686.0
2280840,4718552,Electric - Grid,2005-04-30 00:00:00,208000.0,kWh (thousand Watt-hours),13436.0
2280840,4718552,Electric - Grid,2005-05-31 00:00:00,215200.0,kWh (thousand Watt-hours),15821.0
2280840,4718552,Electric - Grid,2005-06-30 00:00:00,232000.0,kWh (thousand Watt-hours),17269.0
2280840,4718552,Electric - Grid,2005-07-31 00:00:00,298800.0,kWh (thousand Watt-hours),19620.0
2280840,4718552,Electric - Grid,2005-08-31 00:00:00,278000.0,kWh (thousand Watt-hours),18618.0
2280840,4718552,Electric - Grid,2005-09-30 00:00:00,252800.0,kWh (thousand Watt-hours),17547.0
2280840,4718552,Electric - Grid,2005-10-31 00:00:00,234800.0,kWh (thousand Watt-hours),15600.0
