Portfolio Manager ID,Portfolio Manager Meter ID,Meter Type,End Date,Usage/Quantity,Usage Units,Cost ($)
2630102,4718184,Electric - Grid,2002-10-31 00:00:00,5457.0,kWh (thousand Watt-hours),574.0
2630102,4718184,Electric - Grid,2002-11-30 00:00:00,9783.0,kWh (thousand Watt-hours),831.0
2630102,4718184,Electric - Grid,2002-12-31 00:00:00,11712.0,kWh (thousand Watt-hours),952.0
2630102,4718184,Electric - Grid,2003-01-31 00:00:00,13802.0,kWh (thousand Watt-hours),1349.0
2630102,4718184,Electric - Grid,2003-02-28 00:00:00,13619.0,kWh (thousand Watt-hours),1389.0
2630102,4718184,Electric - Grid,2003-03-31 00:00:00,10426.0,kWh (thousand Watt-hours),1081.0
2630102,4718184,Electric - Grid,2003-04-30 00:00:00,9494.0,kWh (thousand Watt-hours),1031.0
2630102,4718184,Electric - Grid,2003-05-31 00:00:00,5628.0,kWh (thousand Watt-hours),639.0
2630102,4718184,Electric - Grid,2003-06-30 00:00:00,4463.0,kWh (thousand Watt-hours),516.0
2630102,4718184,Electric - Grid,2003-07-31 00:00:00,5882.0,kWh (thousand Watt-hours),621.0
2630102,4718184,Electric - Grid,2003-08-31 00:00:00,5792.0,kWh (thousand Watt-hours),616.0
2630102,4718184,Electric - Grid,2003-09-30 00:00:00,4981.0,kWh (thousand Watt-hours),430.0
2630102,4718184,Electric - Grid,2003-10-31 00:00:00,6189.0,kWh (thousand Watt-hours),681.0
2630102,4718184,Electric - Grid,2003-11-30 00:00:00,8563.0,kWh (thousand Watt-hours),909.0
2630102,4718184,Electric - Grid,2003-12-31 00:00:00,11055.0,kWh (thousand Watt-hours),1142.0
2630102,4718184,Electric - Grid,2004-01-31 00:00:00,13638.0,kWh (thousand Watt-hours),1420.0
2630102,4718184,Electric - Grid,2004-02-29 00:00:00,13241.0,kWh (thousand Watt-hours),1359.0
2630102,4718184,Electric - Grid,2004-03-31 00:00:00,10884.0,kWh (thousand Watt-hours),1135.0
2630102,4718184,Electric - Grid,2004-04-30 00:00:00,8204.0,kWh (thousand Watt-hours),875.0
2630102,4718184,Electric - Grid,2004-05-31 00:00:00,4834.0,kWh (thousand Watt-hours),572.0
2630102,4718184,Electric - Grid,2004-06-30 00:00:00,5166.0,kWh (thousand Watt-hours),572.0
2630102,4718184,Electric - Grid,2004-07-31 00:00:00,5104.0,kWh (thousand Watt-hours),568.0
2630102,4718184,Electric - Grid,2004-08-31 00:00:00,6569.0,kWh (thousand Watt-hours),698.0
2630102,4718184,Electric - Grid,2004-09-30 00:00:00,3687.0,kWh (thousand Watt-hours),407.0
2630102,4718184,Electric - Grid,2004-10-31 00:00:00,5864.0,kWh (thousand Watt-hours),600.0
2630102,4718184,Electric - Grid,2004-11-30 00:00:00,8729.0,kWh (thousand Watt-hours),900.0
2630102,4718184,Electric - Grid,2004-12-31 00:00:00,12631.0,kWh (thousand Watt-hours),1310.0
2630102,4718184,Electric - Grid,2005-01-31 00:00:00,12582.0,kWh (thousand Watt-hours),1416.0
2630102,4718184,Electric - Grid,2005-02-28 00:00:00,12011.0,kWh (thousand Watt-hours),1352.0
2630102,4718184,Electric - Grid,2005-03-31 00:00:00,11892.0,kWh (thousand Watt-hours),1358.0
2630102,4718184,Electric - Grid,2005-04-30 00:00:00,7709.0,kWh (thousand Watt-hours),911.0
2630102,4718184,Electric - Grid,2005-05-31 00:00:00,5823.0,kWh (thousand Watt-hours),709.0
2630102,4718184,Electric - Grid,2005-06-30 00:00:00,5376.0,kWh (thousand Watt-hours),635.0
2630102,4718184,Electric - Grid,2005-07-31 00:00:00,6543.0,kWh (thousand Watt-hours),758.0
2630102,4718184,Electric - Grid,2005-08-31 00:00:00,6794.0,kWh (thousand Watt-hours),799.0
2630102,4718184,Electric - Grid,2005-09-30 00:00:00,7300.0,kWh (thousand Watt-hours),851.0
2630102,4718184,Electric - Grid,2005-10-31 00:00:00,6997.0,kWh (thousand Watt-hours),822.0
2630102,4718184,Electric - Grid,2005-11-30 00:00:00,7925.0,kWh (thousand Watt-hours),956.0
2630102,4718184,Electric - Grid,2005-12-31 00:00:00,11693.0,kWh (thousand Watt-hours),1326.0
2630102,4718184,Electric - Grid,2006-01-31 00:00:00,11919.0,kWh (thousand Watt-hours),1391.0
2630102,4718184,Electric - Grid,2006-02-28 00:00:00,12971.0,kWh (thousand Watt-hours),1459.0
2630102,4718184,Electric - Grid,2006-03-31 00:00:00,14416.0,kWh (thousand Watt-hours),1604.0
2630102,4718184,Electric - Grid,2006-04-30 00:00:00,9390.0,kWh (thousand Watt-hours),1060.0
2630102,4718184,Electric - Grid,2006-05-31 00:00:00,6501.0,kWh (thousand Watt-hours),787.0
2630102,4718184,Electric - Grid,2006-06-30 00:00:00,6896.0,kWh (thousand Watt-hours),939.0
2630102,4718184,Electric - Grid,2006-07-31 00:00:00,9133.0,kWh (thousand Watt-hours),1160.0
2630102,4718184,Electric - Grid,2006-08-31 00:00:00,7705.0,kWh (thousand Watt-hours),900.0
2630102,4718184,Electric - Grid,2006-09-30 00:00:00,7800.0,kWh (thousand Watt-hours),1234.0
2630102,4718184,Electric - Grid,2006-10-31 00:00:00,8280.0,kWh (thousand Watt-hours),1173.0
2630102,4718184,Electric - Grid,2006-11-30 00:00:00,12953.0,kWh (thousand Watt-hours),1645.0
2630102,4718184,Electric - Grid,2006-12-31 00:00:00,12404.0,kWh (thousand Watt-hours),1701.0
2630102,4718184,Electric - Grid,2007-01-31 00:00:00,13541.0,kWh (thousand Watt-hours),6052.0
2630102,4718184,Electric - Grid,2007-02-28 00:00:00,14857.0,kWh (thousand Watt-hours),1832.0
2630102,4718184,Electric - Grid,2007-03-31 00:00:00,11749.0,kWh (thousand Watt-hours),1067.0
